video_id,trending_date,channel_title,category_id,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,state,lat,lon,geometry,category
J9m5onmrzMw,2018-02-22,Matru Ki Nautanki,23,135871,1116,137,51,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Comedy
3eg9pPk-Umk,2018-02-22,Bhavani HD Movies,24,640964,3390,394,200,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
pzJ7ogH-ExY,2018-02-23,ETV Jabardasth,22,370781,3388,192,331,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),People & Blogs
_z_s-3nBtFE,2018-02-23,NewsGlitz - Next Generation Tamil News Channel,25,387770,6232,561,604,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),News & Politics
GIyMO3zkfWg,2018-02-23,VIRAL IN  INDIA,22,770460,7106,990,393,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),People & Blogs
V7jjZgR3sQs,2018-02-23,Mango Music,10,293746,2934,187,66,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Music
QvUP-hKiN1U,2018-02-23,zeetv,24,611582,1583,179,66,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
wNMg7E_ypHI,2018-02-23,Muzik247,10,410034,13077,224,291,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Music
bc-7p3k1D6o,2018-02-23,Millennium Audios,24,148284,4418,89,146,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
UFQOGSp58b8,2018-02-23,VikatanTV,24,543420,3887,766,331,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
jGMNEHUpEUk,2018-02-23,Thanthi TV,25,155162,2708,83,175,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),News & Politics
K4IKSsYoJew,2018-02-23,SAB TV,24,540693,2601,426,178,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
blySvGEKGY8,2018-02-23,Sony PAL,24,252927,884,248,51,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
O3G9J3r-BR8,2018-02-23,etvteluguindia,24,96651,304,103,26,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Entertainment
vCqVXDH82Gg,2018-02-23,SumanTV,26,84018,461,107,32,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Howto & Style
jMRrE7_dmLM,2018-02-23,Flowers Comedy,24,622430,3649,479,456,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
SUWjyBx22FU,2018-02-23,Kannada Health & Beauty Tips,26,68386,0,0,0,VERDADERO,VERDADERO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Howto & Style
2b8ISSEyonw,2018-02-23,Natural HealthCare,26,82023,547,69,20,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Howto & Style
IMw7bDW8uYA,2018-02-23,Dhaval Domadiya,23,321938,7740,560,435,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Comedy
RFGBwM2psbE,2018-02-23,Puthiya Thalaimurai TV,25,294194,2822,571,577,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),News & Politics
81pMBn-6bRM,2018-02-23,Madras Central,24,97843,4017,348,540,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
lfY5noweik0,2018-02-23,ETV Plus India,23,346528,2849,250,179,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Comedy
b0BnOq-b1eU,2018-02-23,Dreamz Unlimited,24,57022,4179,64,438,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
LzEi5U8ZUwQ,2018-02-23,SunTV Tamil,22,161322,853,99,90,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),People & Blogs
eOCTibfbQTI,2018-02-23,SET India,24,646281,5095,476,173,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
sSNuKvFlz5E,2018-02-23,Colors Kannada,24,83545,149,43,23,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
vY6Uf3O5uR0,2018-02-23,New Bharathi Studio,24,159462,1062,685,295,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
5W6rLMpitAk,2018-02-23,Viralbollywood,24,822477,8532,493,331,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
pHVAQNuETrk,2018-02-23,ABP Majha,25,265721,3523,290,256,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),News & Politics
zdRj-FmLJ3o,2018-02-23,OmFut,24,1086134,0,0,0,VERDADERO,VERDADERO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
7Yw5gLNxvn8,2018-02-23,IndiaTV,25,330365,2240,976,541,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),News & Politics
uZChmdsfSVg,2018-02-23,Zee Yuva,24,113567,558,31,47,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
IRmGT3jda-4,2018-02-23,TsMadaan,27,98764,4899,214,658,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Education
OnoWDWNFeIo,2018-02-23,V6 News Telugu,25,247341,1721,141,178,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),News & Politics
UrenNhrvyVg,2018-02-23,Kabaddi365.com,17,356263,2686,254,7,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Sports
LHqw8qFM3B0,2018-02-23,Colors TV,24,169305,460,71,22,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
bjRhRr3PX04,2018-02-23,Fully,1,58451,4820,186,370,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Film & Animation
eOLxegUbtT4,2018-02-23,RadaanMedia,24,274950,1582,465,257,FALSO,FALSO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),Entertainment
buZKS830Nwg,2018-02-23,Study IQ education,27,58367,2645,52,347,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Education
zDvwoOWZBog,2018-02-23,We support you,22,269775,0,0,0,VERDADERO,VERDADERO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),People & Blogs
84OeyAnYtD0,2018-02-23,Shri Devkinandan Thakur Ji,22,39439,3400,126,231,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),People & Blogs
7gTVsIw_fFA,2018-02-23,zeetvtelugu,24,111465,162,40,14,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
lVGaJoO3iKc,2018-02-23,Bharatiya Digital Party,23,45534,2644,181,182,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Comedy
GteMSCyHkEU,2018-02-23,Nisha Madhulika,26,119765,2219,115,641,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Howto & Style
aGP54oQa_9Y,2018-02-23,star tamil,22,253987,422,169,39,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),People & Blogs
1AZTHldkWqQ,2018-02-23,Calvary Temple Hyderabad,22,10278,1060,10,155,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),People & Blogs
7W8Uf0zCN-Q,2018-02-23,Tv9 Kannada,25,107081,389,123,42,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),News & Politics
m_Jgn72bHkU,2018-02-23,Tarang TV,24,57834,364,64,38,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
gDe37wHUsEg,2018-02-23,Sonotek,10,320204,5080,382,317,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Music
ckSOYdV60fc,2018-02-23,Saregama TVShows,24,150232,911,185,114,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
0AotHRuCdZA,2018-02-23,THIRU TV,24,174769,708,179,33,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
LFs94KxPaSY,2018-02-23,ScoopWhoop,24,463523,15170,848,619,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
iYH7kpD6ukI,2018-02-23,zeemarathi,24,148813,792,47,19,FALSO,FALSO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Entertainment
Cy-1JSN_Q1s,2018-02-23,Adda247 :Official Channel of BankersAdda & SSCAdda,27,17033,2192,22,64,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Education
48mhsixjAKA,2018-02-23,5-Minute Crafts,26,955519,10809,943,783,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Howto & Style
bmrB7i7DDtA,2018-02-23,भक्ति,10,56346,624,98,46,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Music
Swgh7jkHLhI,2018-02-23,TV9 Today,25,803651,4499,443,318,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),News & Politics
X09ovQVb1YU,2018-02-23,Moviebuff Tamil,24,1229045,13178,959,459,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Entertainment
PP66lxQnn2Q,2018-02-23,zeetamil,24,241639,840,71,64,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
lajt1Hhu19g,2018-02-23,zeebangla,24,251096,704,62,18,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
H-nJ5XGjY80,2018-02-23,Garam Chai,24,886662,3340,549,286,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
9GkYcX99Pl4,2018-02-23,Mana Stars,24,673297,9578,380,397,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
_aYnysxozyE,2018-02-23,Gossip Adda,24,361301,559,268,47,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
aqJJZeLObDI,2018-02-23,Tv9 Marathi,25,175639,1345,148,54,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
38T1Bpix7PM,2018-02-23,only ias,27,33257,0,0,0,VERDADERO,VERDADERO,Arunachal Pradesh,27.10039878,93.61660071,POINT (93.61660071 27.10039878),Education
Mys7iCqUJao,2018-02-23,Mahendra Guru : Online Videos For Govt. Exams,27,43574,3670,84,277,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Education
KbeTjRunkWs,2018-02-23,satyamvideos,10,271662,9598,524,289,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Music
oPCWlDHTz60,2018-02-23,ABC Malayalam,22,57745,0,0,38,FALSO,VERDADERO,Bihar,25.78541445,87.4799727,POINT (87.4799727 25.78541445),People & Blogs
xJOHpQopHVg,2018-02-23,Murari Ki Kocktail,1,329264,6312,619,511,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Film & Animation
Mel7yaTe-I8,2018-02-23,SnG Comedy,23,115702,3606,145,494,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Comedy
1VoQJGbVnNs,2018-02-23,zeekannada,24,17902,15,0,0,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
elNfuNqMfZg,2018-02-23,Top News - Tamil,25,19643,107,68,21,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),News & Politics
Q9PUeWuf_Tg,2018-02-23,Suda Suda,25,53191,588,51,33,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),News & Politics
Tcy1s9c92vg,2018-02-23,Polimer News,25,141247,1301,111,122,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),News & Politics
oBtY5CKPj3U,2018-02-23,Mana Health And More,26,40134,470,52,20,FALSO,FALSO,Chhattisgarh,22.09042035,82.15998734,POINT (82.15998734 22.09042035),Howto & Style
zsuVy76rllw,2018-02-23,And TV,24,87701,563,55,25,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
FtWAB1SeAU4,2018-02-23,ETV Andhra Pradesh,25,82232,495,52,42,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),News & Politics
aCDKULGwsps,2018-02-23,Think Music India,10,593052,11365,222,262,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Music
1uBP0wfOk7M,2018-02-23,Tollywood Nagar,24,237048,319,190,0,VERDADERO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
z-Tm08sJk7c,2018-02-23,TV9 Entertainment,24,379078,4535,316,206,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
KPOv9E40Q-4,2018-02-23,FLAME MEDIA,22,418723,2673,770,0,VERDADERO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),People & Blogs
uPgtO7BJGqw,2018-02-23,9Roses Media,24,271253,1780,131,210,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Entertainment
k963g9IwC8g,2018-02-23,Movie Talkies,24,626045,7311,337,232,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
yvlECdM1rI8,2018-02-23,IndiaGlitz Tamil Movies | Interviews | Shooting Spot | Review | Gossip,24,42201,613,73,77,FALSO,FALSO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Entertainment
NAnfmT0xspg,2018-02-23,TV9 NOW,24,605896,2827,283,189,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
AVmQRq2LAbc,2018-02-23,Filmy byte,24,187678,0,0,0,VERDADERO,VERDADERO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
OnAPbWFhFvk,2018-02-23,Flowers TV,24,92439,219,80,35,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Entertainment
hFrOu0UT9hY,2018-02-23,Saas Bahu Aur Betiyaan,24,27648,133,21,23,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
3mBDVMPaMLM,2018-02-23,Rathore Cassettes,10,121947,465,113,58,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Music
LqDIHPxBYU8,2018-02-23,YOYO TV Channel,25,453985,929,295,124,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
QfiLmxE1nPE,2018-02-23,Easy Home Tips,26,361879,4147,331,247,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Howto & Style
kveP3JnIwuU,2018-02-23,Filmy Poster,24,166206,1001,97,110,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
bU2BrJ1rFlo,2018-02-23,Black Sheep,24,146467,3627,591,397,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
slI4hnxpDKg,2018-02-23,Gemini TV,24,33898,93,10,4,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),Entertainment
BcyfkH5icE8,2018-02-23,Viu India,24,128459,625,90,49,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
OED5tyjvk48,2018-02-23,chandanavana,24,46700,55,21,1,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
3G8yCdIEH8g,2018-02-23,mallemalatv,24,395438,2806,134,202,FALSO,FALSO,Dadra And Nagar Haveli,20.26657819,73.01661779999999,POINT (73.01661780000001 20.26657819),Entertainment
x9skn25fdCc,2018-02-23,iDream Telugu Movies,24,83128,836,62,145,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
5Mcpic8oPL8,2018-02-23,Blooup Tv,26,673537,5633,1017,394,FALSO,FALSO,Tripura,23.83540428,91.27999914,POINT (91.27999914 23.83540428),Howto & Style
vA2VDUeWiqQ,2018-02-23,Unacademy,27,14621,488,15,274,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Education
3Zsd7nj5tq0,2018-02-23,TeluguOne,23,56035,1375,122,374,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Comedy
7hD80zbbw4U,2018-02-23,TV9 Telugu,25,145079,1252,311,829,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
FtNixkg27S8,2018-02-23,First Show,24,22569,186,21,36,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),Entertainment
Y66RtfQ6JHw,2018-02-23,VisionTimeTamil,24,66793,366,62,16,FALSO,FALSO,Kerala,8.900372741,76.56999263,POINT (76.56999263 8.900372741),Entertainment
Er7GS0aK754,2018-02-23,Telugu Filmnagar,24,81441,383,45,10,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
iZ3v0F75f_I,2018-02-23,Pakistan Super League,17,341030,5539,364,498,FALSO,FALSO,Jammu And Kashmir,34.29995933,74.46665849,POINT (74.46665849 34.29995933),Sports
L_q4uBewqzo,2018-02-23,Btv Kannada Ɩ ಬಿಟಿವಿ ಕನ್ನಡ,25,22131,76,27,29,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),News & Politics
o3YIQ0HykUs,2018-02-23,REPUBLIC NEWS KANNADA,24,33975,43,54,0,VERDADERO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Entertainment
n5YwY9-L53Y,2018-02-23,Skylark Pictures Entertainment,1,14752,859,38,62,FALSO,FALSO,Delhi,28.6699929,77.23000403,POINT (77.23000403 28.6699929),Film & Animation
ZEQrtkM77Rk,2018-02-23,NIROM मराठी,24,41423,154,20,8,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),Entertainment
PKfff5YbEtg,2018-02-23,Mahaa News,25,149708,1033,54,96,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),News & Politics
7hLhLdzddo0,2018-02-24,mallemalatv,24,844368,4912,410,256,FALSO,FALSO,West Bengal,22.58039044,88.32994665,POINT (88.32994665 22.58039044),Entertainment
7FYF7oTMGgA,2018-02-24,ETV Plus India,23,245901,2832,293,505,FALSO,FALSO,Manipur,24.79997072,93.95001705,POINT (93.95001705 24.79997072),Comedy
8OyEihNiv2o,2018-02-24,zeetv,24,672469,1720,178,107,FALSO,FALSO,Meghalaya,25.57049217,91.8800142,POINT (91.88001420000001 25.57049217),Entertainment
OU9MNQn8lNI,2018-02-24,Mazhavil Manorama,24,357414,3417,383,467,FALSO,FALSO,Tamil Nadu,12.92038576,79.15004187,POINT (79.15004187 12.92038576),Entertainment
V7jjZgR3sQs,2018-02-24,Mango Music,10,701699,4640,360,112,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Music
_z_s-3nBtFE,2018-02-24,NewsGlitz - Next Generation Tamil News Channel,25,525126,7709,657,726,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),News & Politics
T6M6f--oeWc,2018-02-24,NewsMax,24,117092,1002,144,37,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
blySvGEKGY8,2018-02-24,Sony PAL,24,671566,1840,673,123,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
bc-7p3k1D6o,2018-02-24,Millennium Audios,24,336334,6706,163,230,FALSO,FALSO,Puducherry,11.93499371,79.83000037,POINT (79.83000036999999 11.93499371),Entertainment
dXt20Kuy84c,2018-02-24,VikatanTV,24,459358,2540,741,179,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
jGMNEHUpEUk,2018-02-24,Thanthi TV,25,257543,3951,138,224,FALSO,FALSO,Assam,26.7499809,94.21666744,POINT (94.21666743999999 26.7499809),News & Politics
Y6n3Vxi3L8E,2018-02-24,Sonotek Haryanvi,10,311259,2931,413,244,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Music
2AFEBFRESUI,2018-02-24,Lahari Music | T-Series,10,454795,16244,615,844,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Music
f6beXMO0Hjs,2018-02-24,PTC PUNJABI GOLD,24,97348,1984,156,198,FALSO,FALSO,Sikkim,27.3333303,88.6166475,POINT (88.6166475 27.3333303),Entertainment
vCqVXDH82Gg,2018-02-24,SumanTV,26,189167,783,234,70,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Howto & Style
h8ADs73_1e8,2018-02-24,asianetnews,25,102226,364,178,89,FALSO,FALSO,Uttar Pradesh,27.59998069,78.05000565,POINT (78.05000565 27.59998069),News & Politics
2b8ISSEyonw,2018-02-24,Natural HealthCare,26,199539,1046,162,53,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Howto & Style
IMw7bDW8uYA,2018-02-24,Dhaval Domadiya,23,552417,9632,806,449,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Comedy
SUWjyBx22FU,2018-02-24,Kannada Health & Beauty Tips,26,133050,0,0,0,VERDADERO,VERDADERO,Himachal Pradesh,31.10002545,77.16659704,POINT (77.16659704 31.10002545),Howto & Style
c_Mw4TLzr7c,2018-02-24,RadaanMedia,24,377203,2334,465,311,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
K4IKSsYoJew,2018-02-24,SAB TV,24,711019,3112,562,228,FALSO,FALSO,Madhya Pradesh,21.30039105,76.13001949,POINT (76.13001949 21.30039105),Entertainment
O3G9J3r-BR8,2018-02-24,etvteluguindia,24,201425,490,174,41,FALSO,FALSO,Punjab,31.51997398,75.98000281,POINT (75.98000281 31.51997398),Entertainment
LzEi5U8ZUwQ,2018-02-24,SunTV Tamil,22,331926,1264,197,226,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),People & Blogs
SVD7olmEPxw,2018-02-24,Stars and News,22,90179,4038,91,371,FALSO,FALSO,Goa,15.491997,73.81800065,POINT (73.81800065 15.491997),People & Blogs
jMRrE7_dmLM,2018-02-24,Flowers Comedy,24,827491,4247,626,471,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
81pMBn-6bRM,2018-02-24,Madras Central,24,164640,5209,451,618,FALSO,FALSO,Orissa,19.82042971,85.90001746,POINT (85.90001746 19.82042971),Entertainment
LyheMkd_a6g,2018-02-24,Connecting,24,89484,417,183,120,FALSO,FALSO,Mizoram,23.71039899,92.72001461,POINT (92.72001461000001 23.71039899),Entertainment
NENhTiGTPZY,2018-02-24,zeetamil,24,230553,971,122,158,FALSO,FALSO,Chandigarh,30.71999697,76.78000565,POINT (76.78000565000001 30.71999697),Entertainment
B_s0597AYYg,2018-02-24,Nisha Madhulika,26,126107,2516,166,826,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Howto & Style
WACGTtC8JgE,2018-02-24,zeetvtelugu,24,218292,407,54,41,FALSO,FALSO,Rajasthan,26.44999921,74.63998124,POINT (74.63998124 26.44999921),Entertainment
B_Sozpecg48,2018-02-24,zeemarathi,24,74036,161,25,8,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
RS7M5nD1ZPg,2018-02-24,Study IQ education,27,58199,2403,52,329,FALSO,FALSO,Karnataka,12.57038129,76.91999711,POINT (76.91999711 12.57038129),Education
J6R3D6jOgYk,2018-02-24,Colors TV,24,288270,981,207,151,FALSO,FALSO,Uttaranchal,30.32040895,78.05000565,POINT (78.05000565 30.32040895),Entertainment
Oig2eCtIHA0,2018-02-24,Girl Formula,24,145585,3705,168,308,FALSO,FALSO,Haryana,28.45000633,77.01999101,POINT (77.01999101 28.45000633),Entertainment
2u3t8us8o-Y,2018-02-24,THIRU TV,24,185153,871,203,72,FALSO,FALSO,Andaman And Nicobar,11.66702557,92.73598262,POINT (92.73598262 11.66702557),Entertainment
IRmGT3jda-4,2018-02-24,TsMadaan,27,183721,7114,364,778,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Education
b0BnOq-b1eU,2018-02-24,Dreamz Unlimited,24,83820,4896,85,495,FALSO,FALSO,Maharashtra,19.25023195,73.16017493,POINT (73.16017493 19.25023195),Entertainment
q7qi_G3JWAk,2018-02-24,Polimer News,25,283402,2244,365,404,FALSO,FALSO,Andhra Pradesh,14.7504291,78.57002559,POINT (78.57002559 14.7504291),News & Politics
9Gt1ErQJV9E,2018-02-24,Vijay Television,24,180106,1278,39,35,FALSO,FALSO,Jharkhand,23.80039349,86.41998572,POINT (86.41998572 23.80039349),Entertainment
eOCTibfbQTI,2018-02-24,SET India,24,786079,5755,532,201,FALSO,FALSO,Nagaland,25.6669979,94.11657019,POINT (94.11657019 25.6669979),Entertainment
hi3a14zgDlY,2018-02-24,zeebangla,24,237988,841,63,26,FALSO,FALSO,Lakshadweep,10.56257331,72.63686717,POINT (72.63686717 10.56257331),Entertainment
